tag,sp,gx,gy,dbh
78769,Psychotria berteriana,NA,NA,29.1
78771,Psychotria berteriana,NA,NA,37.3
78772,Cecropia schreberiana,NA,NA,95
78789,Psychotria berteriana,NA,NA,33.1
78796,Psychotria berteriana,NA,NA,37.5
78798,Psychotria berteriana,NA,NA,21.1
78799,Psychotria berteriana,NA,NA,52
78800,Psychotria berteriana,NA,NA,21.2
79701,Psychotria berteriana,NA,NA,47.9
79706,Cecropia schreberiana,228.37,321.5,129
79707,Psychotria berteriana,NA,NA,23.7
79708,Psychotria berteriana,NA,NA,37.1
79709,Psychotria berteriana,NA,NA,46.4
79713,Schefflera morototoni,226.8,321.05,41
79715,Cecropia schreberiana,225.93,320.48,114
79716,Cecropia schreberiana,NA,NA,35.8
79720,Psychotria berteriana,NA,NA,57
79724,Psychotria berteriana,NA,NA,49
79725,Psychotria berteriana,NA,NA,38
79729,Psychotria berteriana,NA,NA,48.4
79730,Psychotria berteriana,NA,NA,57
79734,Alchornea latifolia,NA,NA,12.1
79738,Psychotria berteriana,NA,NA,38
79739,Psychotria berteriana,NA,NA,38.8
79742,Cecropia schreberiana,NA,NA,43.7
79746,Psychotria berteriana,NA,NA,40
79752,Psychotria berteriana,NA,NA,20.7
79754,Cecropia schreberiana,232.34,322.25,92
79755,Cecropia schreberiana,NA,NA,68
79765,Psychotria berteriana,NA,NA,25.2
79769,Cecropia schreberiana,NA,NA,52
79771,Psychotria brachiata,233.49,321.7,19.4
79778,Psychotria berteriana,NA,NA,35.6
79780,Schefflera morototoni,NA,NA,26.6
79790,Urera baccifera,230.67,329.75,20.3
79793,Urera baccifera,231.34,330.73,28.3
79799,Piper glabrescens,NA,NA,11.1
79804,Miconia impetiolaris,236.02,320.04,24.4
79811,Piper glabrescens,NA,NA,14.4
79813,Psychotria berteriana,NA,NA,27.3
79814,Psychotria berteriana,NA,NA,39.1
79815,Piper glabrescens,NA,NA,10.7
79816,Cecropia schreberiana,235.82,323.52,105
79819,Piper glabrescens,NA,NA,11.3
79820,Piper glabrescens,NA,NA,11.2
79821,Psychotria berteriana,NA,NA,27
79845,Piper glabrescens,NA,NA,11.9
79853,Piper glabrescens,NA,NA,10.5
79859,Palicourea riparia,NA,NA,12.6
79860,Piper glabrescens,NA,NA,11.9
79861,Piper glabrescens,NA,NA,11.8
79863,Schefflera morototoni,NA,NA,50
79874,Manilkara bidentata,235.7,339.47,12
79875,Cassipourea guianensis,236.62,339.23,25.2
79877,Piper glabrescens,NA,NA,12.7
79880,Alchornea latifolia,NA,NA,16.5
79884,Psychotria berteriana,NA,NA,22.7
79886,Cordia borinquensis,239.22,337.48,12
79888,Cecropia schreberiana,NA,NA,86
79891,Alchorneopsis floribunda,NA,NA,28.6
79900,Piper glabrescens,NA,NA,12.6
80003,Psychotria berteriana,NA,NA,35.6
80007,Sloanea berteriana,233.65,333.63,20.7
15358,Byrsonima spicata,224.12,350.9,475
15359,Sapium laurocerasus,221.18,352.43,150
15361,Casearia arborea,227.47,358.34,319
15364,Byrsonima spicata,226.73,346.88,109
15366,Byrsonima spicata,228.08,344.22,164
15372,Guarea guidonia,231.83,348.12,147
15376,Zanthoxylum martinicense,239.24,352.46,377
15381,BUCTET,239.04,340.9,425
51650,Casearia sylvestris,226.01,357.79,49.2
51652,Tabebuia heterophylla,NA,NA,11.9
51653,Alchorneopsis floribunda,230.18,349.47,11.2
51654,Cordia borinquensis,NA,NA,10.2
51655,Manilkara bidentata,235.84,354.08,10.2
51656,Ocotea leucoxylon,NA,NA,11.6
51659,Piper glabrescens,NA,NA,10.6
51660,Piper glabrescens,NA,NA,11.8
87010,Inga vera,238.12,359.89,28.4
87753,Schefflera morototoni,NA,NA,12.5
87762,Casearia sylvestris,225.89,355.43,35
87767,Cordia borinquensis,225.71,340.6,14.3
87768,Cecropia schreberiana,NA,NA,62
87769,Palicourea riparia,NA,NA,11.6
87773,Piper glabrescens,NA,NA,10.1
87775,Piper glabrescens,NA,NA,10.8
87776,Piper glabrescens,NA,NA,11.4
87781,Sapium laurocerasus,225.66,343.62,102
87801,Schefflera morototoni,NA,NA,24.9
87804,Schefflera morototoni,235.72,356.59,43.8
87805,Cecropia schreberiana,235.37,357.27,146
87806,Cecropia schreberiana,NA,NA,38.8
87807,Schefflera morototoni,235.79,357.68,51
87808,Schefflera morototoni,NA,NA,24.7
87811,Alchorneopsis floribunda,NA,NA,19.6
87813,Casearia arborea,237.5,358.43,27
87814,Schefflera morototoni,236.49,357.88,40.5
87815,Schefflera morototoni,236.52,357.64,20.5
87816,Alchornea latifolia,NA,NA,12
87821,Schefflera morototoni,236.67,355.31,35
87823,Piper glabrescens,NA,NA,12.2
87824,Alchornea latifolia,237.79,357.33,25.8
87826,Cecropia schreberiana,NA,NA,97
87827,Psychotria berteriana,239.13,356.93,37.9
87830,Manilkara bidentata,239.05,352.24,17.3
87831,Inga vera,237.08,352.74,13.5
87833,Alchornea latifolia,NA,NA,17.1
87835,Schefflera morototoni,234.81,354.34,67
87837,Alchornea latifolia,NA,NA,13.6
87838,Alchornea latifolia,NA,NA,15
87839,Psychotria berteriana,NA,NA,24.1
87840,Schefflera morototoni,NA,NA,24.2
87843,Inga vera,NA,NA,11.5
87844,Casearia sylvestris,236.67,353.05,15.8
87871,Cecropia schreberiana,239.93,347.45,69
87884,Cecropia schreberiana,NA,NA,57
87885,Psychotria berteriana,NA,NA,54
87890,Palicourea riparia,NA,NA,14.2
87894,Psychotria berteriana,NA,NA,33
87896,Cecropia schreberiana,235.01,349.01,125
87900,Alchorneopsis floribunda,NA,NA,10.5
87906,Psychotria berteriana,234.37,341.73,40.6
87907,Schefflera morototoni,235.13,341.19,33.7
87908,Cordia borinquensis,235.64,341.45,22.4
87909,Tabebuia heterophylla,NA,NA,10.4
87911,Psychotria berteriana,NA,NA,25.5
87912,Psychotria berteriana,NA,NA,43
87914,Psychotria berteriana,NA,NA,34.3
87919,Cecropia schreberiana,NA,NA,94
87922,Piper glabrescens,NA,NA,13.3
87926,Psychotria berteriana,NA,NA,30.8
87927,Psychotria berteriana,NA,NA,36.5
87933,Homalium racemosum,239.35,342.26,59
87936,Schefflera morototoni,NA,NA,22.2
87943,Psychotria berteriana,NA,NA,32.5
87944,Psychotria berteriana,NA,NA,22.5
87946,Alchornea latifolia,NA,NA,17.8
87949,Schefflera morototoni,NA,NA,43.1
87960,Piper glabrescens,NA,NA,12.8
87963,Schefflera morototoni,NA,NA,22.5
87967,Schefflera morototoni,232.07,345.31,44.1
87968,Psychotria berteriana,NA,NA,30.7
87972,Psychotria berteriana,NA,NA,23.8
87977,Schefflera morototoni,233.98,347.49,40.5
87985,Psychotria berteriana,NA,NA,23.4
87988,Psychotria berteriana,NA,NA,48.2
87992,Schefflera morototoni,NA,NA,48.6
87994,Schefflera morototoni,NA,NA,26.3
87995,Schefflera morototoni,230.93,353.7,72
87996,Psychotria brachiata,230.73,353.94,15.6
87997,Palicourea riparia,NA,NA,11.5
87999,Palicourea riparia,NA,NA,18.8
88000,Schefflera morototoni,230.92,355,43.7
88001,Cordia borinquensis,231.83,354.86,26.1
88002,Palicourea riparia,NA,NA,21.5
88007,Palicourea riparia,NA,NA,16.6
88014,Cordia borinquensis,233.43,354.24,25.8
88019,Psychotria berteriana,NA,NA,40
88021,Schefflera morototoni,NA,NA,59
88024,Psychotria berteriana,NA,NA,30.8
88027,Psychotria berteriana,NA,NA,35.3
88028,Psychotria berteriana,NA,NA,39
88030,Casearia arborea,232.71,351.92,21.8
88031,Schefflera morototoni,232.46,350.99,61
88032,Laetia procera,NA,NA,18.1
88039,Casearia arborea,230.12,356.11,81
88040,Casearia sylvestris,230.52,357.84,48
88042,Cordia borinquensis,231.64,359.91,13.3
88044,Palicourea riparia,NA,NA,15.5
88045,Palicourea riparia,NA,NA,12
88046,Palicourea riparia,NA,NA,12.9
88047,Schefflera morototoni,231.3,356.1,65
88052,Schefflera morototoni,232.72,355.05,82
88054,Schefflera morototoni,233.53,355.25,63
88055,Cordia borinquensis,NA,NA,20.2
88057,Schefflera morototoni,NA,NA,41.3
88058,Casearia sylvestris,232.78,356.23,13.5
88061,Schefflera morototoni,NA,NA,30.2
88062,Palicourea riparia,NA,NA,14.4
88066,Schefflera morototoni,NA,NA,31.5
88068,Schefflera morototoni,NA,NA,24.5
88073,Schefflera morototoni,NA,NA,33.5
88074,Cecropia schreberiana,229.46,351.53,123
88075,Cecropia schreberiana,229.11,351.52,133
88078,Schefflera morototoni,229.94,352.84,88
88079,Psychotria berteriana,NA,NA,24.2
88081,Schefflera morototoni,NA,NA,33.4
88084,Schefflera morototoni,NA,NA,23.4
88085,Schefflera morototoni,NA,NA,51.2
88086,Schefflera morototoni,NA,NA,39.8
88087,Schefflera morototoni,NA,NA,34.8
88088,Piper glabrescens,NA,NA,10.3
88089,Piper glabrescens,NA,NA,12.1
88093,Miconia impetiolaris,224.78,353.98,25.5
88097,Schefflera morototoni,227.9,348.73,56
88604,Cecropia schreberiana,223.65,341.37,125
88616,Cecropia schreberiana,224.75,341.78,162
88623,Cecropia schreberiana,223.92,347.59,113
88624,Cecropia schreberiana,NA,NA,52
88631,Ocotea leucoxylon,223.18,349.68,38.2
88634,Palicourea riparia,222.25,349.42,20.4
88636,Cecropia schreberiana,NA,NA,53
88637,Trichilia pallida,220.12,349.05,40.9
88638,Casearia arborea,221.4,349.24,100
88639,Palicourea riparia,NA,NA,13.2
88640,Palicourea riparia,NA,NA,12
88641,Palicourea riparia,NA,NA,16.5
88642,Guarea glabra,221.22,350.49,44
88644,Myrcia splendens,221.01,352.63,47
88650,Trichilia pallida,220.54,352.27,67
88651,Cecropia schreberiana,NA,NA,70
88652,Psychotria berteriana,NA,NA,28.8
88654,Inga laurina,221.68,352.29,45.6
88662,Schefflera morototoni,222.67,352.8,28.4
88664,Casearia arborea,224.09,353.82,82
88665,Schefflera morototoni,224.52,354.77,34.4
88666,Guarea guidonia,NA,NA,27.6
88667,Inga laurina,221.64,353.86,44.2
88669,Schefflera morototoni,NA,NA,31
88670,Cecropia schreberiana,NA,NA,36.8
88675,Guarea guidonia,222.8,357,93
88676,Casearia sylvestris,223.84,357.56,60
88677,Trichilia pallida,221.18,359.02,53
88716,Palicourea riparia,220.22,349.28,14.8
16004,Alchornea latifolia,221.57,362.89,353
16017,Casearia arborea,227.66,362.59,211
16018,Byrsonima spicata,229.31,360.54,685
16023,Ficus crassinervia,234.42,370.39,468
16026,Casearia arborea,231.43,371.29,167
16027,Byrsonima spicata,234.37,373.41,163
16031,Guarea guidonia,239.17,374.14,193
16033,Casearia arborea,239.6,362.74,220
39771,Inga vera,235.23,360.94,10.1
39772,Palicourea riparia,NA,NA,14.7
39773,Faramea occidentalis,238.14,362.5,14.7
39774,Inga vera,NA,NA,10.8
39776,Piper glabrescens,NA,NA,11.5
39777,Psychotria berteriana,NA,NA,11.5
39778,Piper glabrescens,NA,NA,10.2
39782,Cordia borinquensis,237.92,372.3,43.3
39788,Miconia racemosa,NA,NA,11.5
39789,Cordia borinquensis,230.9,360.77,10.2
39790,Palicourea riparia,NA,NA,10.4
39791,Palicourea riparia,NA,NA,10.5
87002,Inga vera,239.4,361.92,31.2
87003,Alchornea latifolia,NA,NA,13.6
87004,Inga vera,236.1,361.81,13.3
87011,Alchornea latifolia,NA,NA,19.9
87025,Alchornea latifolia,NA,NA,18.4
87027,Psychotria berteriana,NA,NA,18.3
87028,Cecropia schreberiana,NA,NA,75
87029,Piper glabrescens,NA,NA,13.3
87030,Palicourea riparia,NA,NA,22.5
87033,Palicourea riparia,NA,NA,20.5
87034,Cecropia schreberiana,NA,NA,29
87037,Psychotria berteriana,237.36,368.56,53
87038,Psychotria berteriana,NA,NA,36.9
87040,Cecropia schreberiana,NA,NA,45
87041,Piper glabrescens,NA,NA,15.5
87042,Psychotria berteriana,NA,NA,26.3
87044,Psychotria brachiata,238.95,365.11,13.1
87049,Myrcia deflexa,237.1,365.16,16.4
87054,Psychotria brachiata,236.95,365.85,18.1
87058,Cecropia schreberiana,NA,NA,73
87064,Cecropia schreberiana,NA,NA,51.5
87065,Schefflera morototoni,237.35,372.15,19.5
87067,Palicourea riparia,NA,NA,15.3
87068,Psychotria berteriana,NA,NA,27.1
87069,Psychotria berteriana,NA,NA,19
87074,Psychotria berteriana,NA,NA,23.5
87076,Schefflera morototoni,237.74,374.35,41.9
87077,Palicourea riparia,NA,NA,12.5
87091,Andira inermis,238.68,379.32,25.1
87100,Guarea guidonia,239.09,375.71,108
87108,Cecropia schreberiana,238.13,379.69,81
87116,Schefflera morototoni,NA,NA,11.6
87118,Manilkara bidentata,235.81,376.13,16.3
87123,Casearia arborea,236.18,376.61,85
87131,Schefflera morototoni,NA,NA,24.2
87132,Psychotria berteriana,NA,NA,32
87134,Cecropia schreberiana,NA,NA,57
87135,Schefflera morototoni,NA,NA,13.3
87139,Casearia arborea,220.34,361.92,81
87140,Schefflera morototoni,NA,NA,26
87141,Schefflera morototoni,NA,NA,23.5
87147,Psychotria berteriana,NA,NA,32.2
87148,Psychotria berteriana,NA,NA,55
87149,Psychotria berteriana,NA,NA,30
87152,Cecropia schreberiana,NA,NA,63
87153,Psychotria berteriana,NA,NA,38.8
87154,Cecropia schreberiana,NA,NA,39.4
87157,Casearia sylvestris,220.12,370.17,58
87159,Cecropia schreberiana,NA,NA,54.8
87166,Casearia arborea,NA,NA,27
87168,Casearia arborea,220.54,376.35,66
87177,Psychotria berteriana,NA,NA,26.8
87183,Palicourea riparia,NA,NA,13.1
87184,Palicourea riparia,NA,NA,16
87187,Psychotria berteriana,NA,NA,23.8
87203,Schefflera morototoni,231.86,360.67,21.4
87207,Schefflera morototoni,NA,NA,20.7
87208,Cecropia schreberiana,NA,NA,57
87209,Palicourea riparia,NA,NA,20
87210,Palicourea riparia,NA,NA,11.3
87211,Cordia borinquensis,NA,NA,21.6
87212,Sloanea berteriana,NA,NA,15.4
87215,Casearia arborea,230.49,368.32,105
87218,Piper glabrescens,NA,NA,11.5
87222,Sloanea berteriana,NA,NA,33
87226,Cecropia schreberiana,NA,NA,21
87227,Drypetes glauca,NA,NA,27.5
87235,Psychotria berteriana,NA,NA,17
87236,Palicourea riparia,230.41,374.43,20.1
87238,Piper glabrescens,NA,NA,11.1
87241,Casearia arborea,232.85,374.76,51
87248,Ficus crassinervia,233.74,371.16,36.2
87256,Palicourea riparia,NA,NA,16.2
87258,Palicourea riparia,NA,NA,10.6
87259,Palicourea riparia,NA,NA,13.1
87260,Palicourea riparia,NA,NA,18.3
87266,Palicourea riparia,NA,NA,10.8
87267,Palicourea riparia,NA,NA,11.8
87269,Palicourea riparia,NA,NA,17.2
87273,Casearia arborea,232.03,379.46,50.8
87274,Palicourea riparia,NA,NA,12.4
87403,Trichilia pallida,225.3,360.98,37.8
87405,Casearia sylvestris,225.62,364.67,74
87411,Cecropia schreberiana,NA,NA,63
87414,Cecropia schreberiana,NA,NA,68
87415,Trichilia pallida,228.98,363.78,47.5
87421,Schefflera morototoni,NA,NA,31.8
87427,Cecropia schreberiana,223.33,367.4,115
87432,Trichilia pallida,220.95,370.72,31.7
87435,Citrus paradisi,226.12,369.82,77
87439,Palicourea riparia,NA,NA,11.4
87440,Palicourea riparia,NA,NA,15.2
87442,Piper glabrescens,NA,NA,11.5
87453,Schefflera morototoni,NA,NA,28.3
87457,Palicourea riparia,NA,NA,14.5
87458,Palicourea riparia,NA,NA,12
87460,Palicourea riparia,NA,NA,15.4
87469,Tabebuia heterophylla,227.73,379.32,16.3
87470,Psychotria berteriana,NA,NA,20
87475,Palicourea riparia,NA,NA,12.8
87480,Cecropia schreberiana,NA,NA,34.7
87481,Trichilia pallida,229.18,377.58,24.5
87488,Palicourea riparia,NA,NA,19.9
87492,Psychotria berteriana,NA,NA,16.4
87496,Psychotria berteriana,NA,NA,21
16666,Byrsonima spicata,222.22,382.25,463
16668,Casearia arborea,224.21,385.53,150
16674,Schefflera morototoni,223.54,397.49,160
16679,Inga laurina,231.87,380.47,479
16680,Byrsonima spicata,233.43,380.54,292
16681,Casearia arborea,230.47,385.32,128
16682,Byrsonima spicata,231.1,386.13,370
16683,Casearia arborea,233.02,385.94,141
16684,Casearia arborea,234.18,389.8,126
16686,Byrsonima spicata,232.27,398.33,351
16690,Casearia arborea,239.14,388.85,153
98302,Schefflera morototoni,NA,NA,22
98303,Palicourea riparia,NA,NA,12.8
98304,Palicourea riparia,NA,NA,26.9
98327,Palicourea riparia,NA,NA,11.8
98330,Casearia sylvestris,235.63,382.98,83
98334,Palicourea riparia,NA,NA,16.6
98335,Palicourea riparia,NA,NA,16.9
98337,Palicourea riparia,NA,NA,14.7
98338,Psychotria brachiata,237.27,384.5,12.2
98344,Psychotria brachiata,237.87,384.46,15.9
98350,Palicourea riparia,NA,NA,11.7
98353,Palicourea riparia,238.66,385.14,17
98355,Palicourea riparia,NA,NA,18.1
98356,Palicourea riparia,NA,NA,13.8
98357,Palicourea riparia,NA,NA,30.2
98359,Psychotria berteriana,NA,NA,31.1
98363,Casearia sylvestris,NA,NA,57
98365,Palicourea riparia,NA,NA,18.3
98367,Palicourea riparia,236.35,387.78,23.6
98369,Palicourea riparia,NA,NA,14.2
98372,Palicourea riparia,NA,NA,14.4
98374,Palicourea riparia,NA,NA,10.8
98375,Tabebuia heterophylla,237.71,393.53,77
98376,Palicourea riparia,NA,NA,13.1
98378,Miconia prasina,238.26,394.73,13.9
98380,Miconia prasina,238.52,394.31,13.1
98381,Miconia prasina,239.44,394.39,13.7
98382,Miconia prasina,239.93,394.6,14.6
98383,Myrcia deflexa,239.59,391.63,34
98384,Casearia arborea,239.94,393.51,100
98385,Palicourea riparia,238.57,395.4,17.3
98387,Guarea glabra,NA,NA,55
98391,Palicourea riparia,NA,NA,12.3
98402,Palicourea riparia,NA,NA,11.3
98403,Palicourea riparia,NA,NA,19.4
98404,Palicourea riparia,NA,NA,13.8
98405,Palicourea riparia,NA,NA,11
98406,Palicourea riparia,224.45,399.38,23.2
98407,Palicourea riparia,NA,NA,13.1
98408,Palicourea riparia,NA,NA,17
98411,Palicourea riparia,NA,NA,14.8
98415,Guarea guidonia,NA,NA,14
98416,Guarea guidonia,NA,NA,12.5
98417,Casearia arborea,221.87,398.27,33.2
98418,Palicourea riparia,220.95,397.13,11.6
98424,Palicourea riparia,NA,NA,17.3
98425,Palicourea riparia,NA,NA,11.4
98428,Palicourea riparia,NA,NA,14.9
98430,Palicourea riparia,NA,NA,11.5
98443,Palicourea riparia,NA,NA,18.3
98445,Casearia arborea,223.75,390.44,63
98447,Palicourea riparia,224.02,392.02,19.6
98448,Palicourea riparia,NA,NA,25.2
98449,Palicourea riparia,NA,NA,18.4
98460,Myrcia deflexa,221.21,392.83,18.4
98461,Casearia arborea,221.8,392.82,10.8
98462,Palicourea riparia,NA,NA,20.9
98463,Palicourea riparia,NA,NA,14.6
98464,Palicourea riparia,NA,NA,17
98465,Sloanea berteriana,223.15,391.66,15
98466,Palicourea riparia,NA,NA,26
98471,Sloanea berteriana,221,390.36,17.8
98472,Palicourea riparia,NA,NA,12.6
98473,Palicourea riparia,NA,NA,10.1
98480,Palicourea riparia,NA,NA,19.3
98481,Palicourea riparia,NA,NA,15
98482,Palicourea riparia,NA,NA,16.1
98486,Palicourea riparia,224.5,389.65,28.1
98488,Palicourea riparia,NA,NA,18.7
98493,Palicourea riparia,NA,NA,19
98494,Palicourea riparia,NA,NA,17.7
98499,Miconia prasina,222,385.49,13.3
98501,Casearia sylvestris,230.47,381.52,43.5
98505,Casearia arborea,NA,NA,82
98506,Palicourea riparia,NA,NA,10.5
98507,Alchorneopsis floribunda,NA,NA,21.1
98508,Casearia arborea,232.47,380.7,108
98509,Cordia borinquensis,234.22,384.19,28.2
98510,Trichilia pallida,231.25,384.63,24.8
98511,Psychotria brachiata,231.07,384.42,12.3
98512,Andira inermis,231.19,383.85,28
98519,Andira inermis,235.31,386.84,78
98526,Sloanea berteriana,233.89,389.01,18.3
98527,Casearia arborea,232.94,386.85,18.6
98528,Palicourea riparia,NA,NA,17.2
98530,Palicourea riparia,NA,NA,18.7
98535,Palicourea riparia,NA,NA,23.6
98539,Palicourea riparia,NA,NA,15.7
98541,Palicourea riparia,NA,NA,13.9
98547,Palicourea riparia,NA,NA,22.9
98548,Palicourea riparia,NA,NA,23.5
98550,Cordia borinquensis,234.44,393.33,58.3
98556,Casearia arborea,233.14,394.42,13.5
98568,Palicourea riparia,NA,NA,13.6
98569,Meliosma herbertii,230.6,397.37,66
98571,Schefflera morototoni,233.64,399.84,15.5
98573,Casearia arborea,228.71,399.23,86
98574,Palicourea riparia,NA,NA,13.8
98576,Palicourea riparia,229.09,398.26,11.2
98577,Palicourea riparia,NA,NA,19.5
98579,Alchornea latifolia,NA,NA,18.7
98580,Palicourea riparia,NA,NA,18.9
98583,Palicourea riparia,NA,NA,17.2
98587,Casearia arborea,229.58,395.99,25.6
98588,Palicourea riparia,NA,NA,28.6
98589,Piper hispidum,NA,NA,17.4
98597,Palicourea riparia,NA,NA,12.6
98598,Palicourea riparia,NA,NA,11.1
98601,Palicourea riparia,NA,NA,10.2
98602,Palicourea riparia,NA,NA,10.5
98606,Palicourea riparia,NA,NA,18.8
98607,Casearia arborea,229.63,392.91,64
98609,Palicourea riparia,NA,NA,18.5
98610,Palicourea riparia,NA,NA,25
98611,Cecropia schreberiana,226.77,392.31,70
98612,Chionanthus domingensis,229.73,394.55,16
98614,Psychotria brachiata,225.32,389.57,15
98615,Palicourea riparia,NA,NA,19.7
98616,Palicourea riparia,226.84,388.68,19.5
98618,Palicourea riparia,NA,NA,25.2
98622,Casearia arborea,226.14,388.52,73
98627,Casearia arborea,228.92,386.1,57
98643,Palicourea riparia,NA,NA,14.5
98644,Casearia arborea,226.65,385.91,47
98648,Casearia arborea,NA,NA,96
98649,Casearia arborea,NA,NA,20.5
98652,Palicourea riparia,NA,NA,10.8
98662,Palicourea riparia,NA,NA,17.4
98666,Palicourea riparia,NA,NA,12.9
98677,Palicourea riparia,NA,NA,14.8
98681,Palicourea riparia,NA,NA,18.3
98685,Palicourea riparia,NA,NA,17.9
98686,Palicourea riparia,NA,NA,17.7
98687,Palicourea riparia,NA,NA,11.4
98691,Palicourea riparia,NA,NA,15.5
98692,Palicourea riparia,NA,NA,14.2
98804,Palicourea riparia,NA,NA,22.1
98805,Casearia arborea,220.22,384.07,90
98808,Trichilia pallida,221.22,383.73,46
98810,Palicourea riparia,223.04,384.53,17.8
98811,Palicourea riparia,NA,NA,14.1
98812,Palicourea riparia,NA,NA,14.8
98813,Palicourea riparia,NA,NA,10.8
98814,Palicourea riparia,224.47,384.33,16.5
98820,Palicourea riparia,NA,NA,12.6
98822,Palicourea riparia,NA,NA,14
98823,Palicourea riparia,NA,NA,20.1
98824,Psychotria berteriana,NA,NA,16.8
98825,Palicourea riparia,NA,NA,20.6
126595,Palicourea riparia,NA,NA,13
126596,Palicourea riparia,NA,NA,10.9
126598,Palicourea riparia,NA,NA,11.1
126600,Palicourea riparia,NA,NA,12
126801,Palicourea riparia,NA,NA,30
126802,Palicourea riparia,NA,NA,10.1
126803,Palicourea riparia,NA,NA,12.4
126806,Palicourea riparia,NA,NA,13.2
126808,Palicourea riparia,NA,NA,10.4
126809,Casearia arborea,227.67,389.99,115
126810,Palicourea riparia,NA,NA,13.4
126813,Palicourea riparia,NA,NA,15.4
126816,Manilkara bidentata,232.03,388.8,10.4
126819,Casearia arborea,230.21,397.07,10.2
126820,Ocotea leucoxylon,231.01,396.05,11
126821,Palicourea riparia,NA,NA,17.8
126828,Palicourea riparia,NA,NA,12.5
126829,Palicourea riparia,NA,NA,10.7
17186,Casearia arborea,221.02,401.24,104
17187,Casearia arborea,223.87,400.84,108
17188,Byrsonima spicata,220.92,405.09,168
17190,Byrsonima spicata,221.6,410.13,382
17193,Ormosia krugii,220.42,414.47,386
