sp,wsg
Mezzettia parviflora,0.52
Mezzettia parviflora,0.51
Michelia aenea,0.49
Michelia baillonii,0.574
Michelia baillonii,0.53
Michelia baillonii,0.53
Michelia balansae,0.542
Michelia balansae,0.59
Michelia balansae,0.495
Michelia baviensis,0.495
Michelia cathcartii,0.46
Michelia champaca,0.45
Michelia champaca,0.59
Michelia champaca,0.67
Michelia champaca,0.4
Michelia excelsa,0.44
Michelia foveolata,0.523
Michelia foveolata,0.49
Michelia foveolata,0.533
Michelia hypolampra,0.495
Michelia koordersiana,0.43
Michelia macclurei,0.556
Michelia macclurei,0.531
Michelia mediocris,0.495
Michelia montana,0.42
Michelia nilagirica,0.551
Michelia oblonga,0.37
Michelia platypetala,0.48
Michelia scortechinii,0.45
Michelia scortechinii,0.53
Michelia tonkinensis,0.495
Michelsonia microphylla,0.766
Miconia amazonica,0.47
Miconia argentea,0.589
Miconia calvescens,0.4
Miconia calvescens,0.44
Miconia chrysophylla,0.62
Miconia cinnamomifolia,0.73
Miconia elaeagnoides,0.75
Miconia elata,0.47
Miconia holosericea,0.62
Miconia ibaguensis,0.61
Miconia juruensis,0.47
Miconia lepidota,0.75
Miconia longifolia,0.75
Miconia mirabilis,0.603
Miconia myriantha,0.75
Miconia poeppigii,0.65
Miconia poeppigii,0.67
Miconia poeppigii,0.47
Miconia prasina,0.7
Miconia prasina,0.71
Miconia reducens,0.62
Miconia splendens,0.57
Miconia splendens,0.75
Miconia tetrandra,0.7
Miconia tomentosa,0.71
Miconia trinervia,0.62
Micrandra elata,0.84
Micrandra elata,0.6
Micrandra minor,0.41
Micrandra rossiana,0.678
Micrandra rossiana,0.67
Micrandra scleroxylon,1.03
Micrandra siphonioides,0.584
Micrandra spruceana,0.6
Microberlinia bisulcata,0.663
Microberlinia bisulcata,0.663
Microberlinia bisulcata,0.638
Microberlinia brazzavillensis,0.663
Microberlinia brazzavillensis,0.7
Microberlinia brazzavillensis,0.593
Microberlinia brazzavillensis,0.729
Microberlinia brazzavillensis,0.737
Microberlinia brazzavillensis,0.731
Microberlinia indet,0.663
Microcos antidesmifolia,0.47
Microcos cinnamomifolia,0.49
Microcos florida,0.34
Microcos globulifera,0.56
Microcos lanceolata,0.61
Microcos latifolia,0.55
Microcos laurifolia,0.36
Microcos oligoneura,0.413
Microcos pachyphylla,0.38
Microcos paniculata,0.561
Microcos paniculata,0.594
Microcos paniculata,0.703
Microcos saccinervia,0.42
Microcos stylocarpa,0.412
Microcos tomentosa,0.64
Microlobius foetidus,0.71
Micromelum minutum,0.66
Micropholis egensis,0.6
Micropholis garciniifolia,0.64
Micropholis guyanensis,0.783
Micropholis guyanensis,0.61
Micropholis guyanensis,0.65
Micropholis guyanensis,0.603
Micropholis guyanensis,0.54
Micropholis guyanensis,0.691
Micropholis guyanensis,0.67
Micropholis guyanensis,0.6
Micropholis guyanensis,0.71
Micropholis guyanensis,0.723
Micropholis guyanensis,0.65
Micropholis humboldtiana,0.6
Micropholis indet,0.61
Micropholis melinoniana,0.53
Micropholis melinoniana,0.46
Micropholis melinoniana,0.6
Micropholis mensalis,0.717
Micropholis mensalis,0.6
Micropholis splendens,0.884
Micropholis venulosa,0.792
Micropholis venulosa,0.608
Micropholis venulosa,0.6
Micropholis venulosa,0.68
Micropholis venulosa,0.67
Micropholis williamii,0.718
Microplumeria anomala,0.73
Microtropis sumatrana,0.54
Milicia excelsa,0.55
Milicia excelsa,0.517
Milicia excelsa,0.55
Milicia excelsa,0.55
Milicia excelsa,0.568
Milicia excelsa,0.475
Milicia excelsa,0.486
Milicia excelsa,0.501
Milicia excelsa,0.543
Milicia excelsa,0.575
Milicia excelsa,0.585
Milicia excelsa,0.592
Milicia excelsa,0.61
Milicia excelsa,0.612
Milicia excelsa,0.619
Milicia excelsa,0.627
Milicia excelsa,0.636
Milicia excelsa,0.643
Milicia excelsa,0.647
Milicia excelsa,0.655
Milicia excelsa,0.671
Milicia excelsa,0.579
Milicia excelsa,0.44
Milicia excelsa,0.59
Milicia excelsa,0.54
Milicia indet,0.487
Milicia indet,0.573
Milicia regia,0.517
Milicia regia,0.581
Milicia regia,0.611
Milicia regia,0.508
Milicia regia,0.552
Milicia regia,0.581
Milicia regia,0.641
Milicia regia,0.508
Milicia regia,0.573
Miliusa horsfieldii,0.61
Miliusa koolsii,0.69
Miliusa roxburghiana,0.703
Miliusa tomentosa,0.62
Miliusa velutina,0.646
Miliusa velutina,0.63
Millettia atropurpurea,0.56
Millettia atropurpurea,0.66
Millettia brandisiana,0.592
Millettia indet,0.72
Millettia indet,0.508
Millettia laurentii,0.749
Millettia laurentii,0.72
Millettia laurentii,0.738
Millettia laurentii,0.766
Millettia laurentii,0.727
Millettia laurentii,0.767
Millettia laurentii,0.876
Millettia laurentii,0.745
Millettia leucantha,0.884
Millettia pendula,0.87
Millettia pulchra,0.592
Millettia stuhlmannii,0.749
Millettia stuhlmannii,0.786
Millettia xylocarpa,0.58
Millingtonia hortensis,0.54
Millingtonia hortensis,0.64
Millingtonia hortensis,0.551
Mimosa arborea,0.74
Mimosa arenosa,1.01
Mimosa artemisiana,0.91
Mimosa bimucronata,0.61
Mimosa bracaatinga,0.85
Mimosa elata,0.962
Mimosa elata,0.98
Mimosa elata,1.084
Mimosa glutinosa,0.97
Mimosa obovata,0.92
Mimosa pigra,0.729
Mimosa scabrella,0.67
Mimosa scabrella,0.45
Mimosa scabrella,0.482
Mimosa tenuiflora,1.12
Mimosa umbellata,0.689
Mimulus aurantiacus,0.62
Mimusops calophylloides,0.809
Mimusops elengi,0.87
Mimusops elengi,0.87
Mimusops elengi,0.818
Mimusops elengi,0.87
Mimusops elengi,0.81
Mimusops elengi,0.8
Mimusops elengi,0.96
Mimusops elengi,0.827
Mimusops elengi,0.818
Mimusops indet,0.973
Mimusops obovata,0.745
Mimusops parvifolia,0.82
Mimusops zeyheri,0.814
Minquartia guianensis,0.77
Minquartia guianensis,1.04
Minquartia guianensis,0.61
Minquartia guianensis,0.754
Minquartia guianensis,0.888
Minquartia guianensis,0.76
Minquartia guianensis,0.76
Minquartia guianensis,0.715
Minquartia guianensis,0.77
Minquartia guianensis,0.67
Minquartia guianensis,0.777
Minquartia guianensis,0.8
Minquartia guianensis,0.9
Minquartia guianensis,0.8
Mischarytera lautereriana,0.607
Mischarytera lautereriana,0.58
Mischarytera lautereriana,0.607
Mischocarpus anodontus,0.65
Mischocarpus fuscescens,0.79
Mischocarpus oppositifolius,0.732
Mischocarpus oppositifolius,0.81
Mischocarpus papuanus,0.68
Mischocarpus stipitatus,0.65
Mischocarpus stipitatus,0.65
Mischocarpus stipitatus,0.839
Mischocarpus sundaicus,0.78
Mitragyna diversifolia,0.55
Mitragyna indet,0.464
Mitragyna indet,0.597
Mitragyna parvifolia,0.64
Mitragyna rotundifolia,0.49
Mitragyna rotundifolia,0.565
Mitragyna rubrostipulacea,0.45
Mitragyna rubrostipulata,0.537
Mitragyna speciosa,0.38
Mitragyna speciosa,0.55
Mitragyna speciosa,0.586
Mitrephora ferruginea,0.77
Mitrephora maingayi,0.76
Mitrephora polypyrena,0.68
Mitrephora reticulata,0.76
Mitrephora rugosa,0.49
Mitrephora thorelii,0.62
Moldenhawera floribunda,0.81
Mollia gracilis,0.49
Mollia lepidota,0.49
Mollia speciosa,0.49
Monocarpia euneura,0.48
Monodora tenuifolia,0.49
Monopetalanthus coriaceus,0.469
Monopetalanthus coriaceus,0.475
Monopetalanthus coriaceus,0.479
Monopetalanthus coriaceus,0.494
Monopetalanthus coriaceus,0.535
Monopetalanthus coriaceus,0.573
Monopetalanthus coriaceus,0.583
Monopetalanthus coriaceus,0.517
Monopetalanthus durandii,0.523
Monopetalanthus durandii,0.436
Monopetalanthus durandii,0.485
Monopetalanthus durandii,0.489
Monopetalanthus durandii,0.495
Monopetalanthus durandii,0.514
Monopetalanthus durandii,0.515
Monopetalanthus durandii,0.524
Monopetalanthus durandii,0.535
Monopetalanthus durandii,0.552
Monopetalanthus durandii,0.602
Monopetalanthus durandii,0.616
Monopetalanthus heitzii,0.28
Monopetalanthus letestui,0.465
Monopetalanthus letestui,0.523
Monopetalanthus letestui,0.516
Monopetalanthus letestui,0.474
Monopetalanthus letestui,0.498
Monopetalanthus letestui,0.502
Monopetalanthus letestui,0.512
Monopetalanthus letestui,0.517
Monopetalanthus letestui,0.539
Monopetalanthus letestui,0.631
Monopetalanthus letestui,0.666
Monopetalanthus letestui,0.699
Monopetalanthus pellegrini,0.465
Monopetalanthus pellegrini,0.491
Monopetalanthus pellegrini,0.473
Monopetalanthus pellegrini,0.48
Monopetalanthus pellegrini,0.526
Monopetalanthus pellegrini,0.533
Monopetalanthus pellegrini,0.482
Monopteryx uaucu,0.73
Monotes engleri,0.771
Monotes glaber,0.745
Montezuma speciosissima,0.7
Moquinia polymorpha,0.955
Mora excelsa,0.8
Mora excelsa,0.88
Mora excelsa,0.852
Mora excelsa,0.78
Mora excelsa,0.72
Mora excelsa,0.82
Mora gonggrijpii,0.8
Mora gonggrijpii,0.88
Mora gonggrijpii,0.887
Mora gonggrijpii,0.58
Mora gonggrijpii,0.82
Mora gonggrijpii,0.78
Mora gonggrijpii,0.88
Mora megistosperma,0.88
Mora megistosperma,0.63
Mora megistosperma,0.82
Mora paraensis,0.88
Mora paraensis,0.82
Morinda citrifolia,0.72
Morinda citrifolia,0.54
Morinda elliptica,0.56
Morinda panamensis,0.49
Morinda tinctoria,0.48
Moringa oleifera,0.262
Morisonia americana,0.88
Moronobea coccinea,0.9
Moronobea coccinea,0.827
Moronobea coccinea,0.77
Mortoniodendron guatemalense,0.51
Morus alba,0.589
Morus alba,0.559
Morus alba,0.5
Morus alba,0.578
Morus alba,0.6
Morus alba,0.89
Morus alba,0.534
Morus alba,0.57
Morus alba,0.592
Morus cathayana,0.61
Morus lactea,0.6
Morus laevigata,0.55
Morus macroura,0.55
Morus mesozygia,0.663
Morus mesozygia,0.757
Morus mesozygia,0.7
Morus mesozygia,0.709
Morus mesozygia,0.798
Morus mesozygia,0.829
Morus mesozygia,0.611
Morus mesozygia,0.745
Morus mesozygia,0.7
Morus nigra,0.517
Morus serrata,0.58
Moultonianthus leembruggianus,0.68
Mouriri acutiflora,0.89
Mouriri acutiflora,0.73
Mouriri angulicosta,0.9
Mouriri barinensis,0.8
Mouriri barinensis,0.78
Mouriri brevipes,0.775
Mouriri collocarpa,0.89
Mouriri collocarpa,0.88
Mouriri collocarpa,0.73
Mouriri crassifolia,0.89
Mouriri crassifolia,0.9
Mouriri dumetosa,0.9
Mouriri grandiflora,0.9
Mouriri huberi,0.75
Mouriri huberi,0.895
Mouriri huberi,0.73
Mouriri nigra,0.89
Mouriri nigra,0.9
Mouriri pseudogeminata,0.65
Mouriri sagotiana,0.9
Mouriri sideroxylon,0.88
Mundulea sericea,0.839
Muntingia calabura,0.3
Murraya koenigii,0.68
Murraya koenigii,0.592
Murraya paniculata,0.88
Murraya paniculata,0.88
Murraya paniculata,0.854
Musanga cecropioides,0.387
Musanga cecropioides,0.23
Musanga cecropioides,0.199
Musanga cecropioides,0.206
Musanga cecropioides,0.158
Musanga cecropioides,0.183
Musanga cecropioides,0.228
Musanga cecropioides,0.299
Musanga cecropioides,0.328
Musanga cecropioides,0.198
Musanga cecropioides,0.248
Musanga cecropioides,0.25
Musgravea heterophylla,0.581
Musgravea stenostachya,0.581
Musgravea stenostachya,0.581
Mussaendopsis beccariana,0.74
Mussaendopsis beccariana,0.8
Myoporum platycarpum,0.881
Myrceugenia euosma,0.74
Myrcia amazonica,0.82
Myrcia deflexa,0.8
Myrcia fallax,0.82
Myrcia paivae,0.73
Myrcia paivae,0.818
Myrcia pyrifolia,0.82
Myrcia rostrata,0.87
Myrcia splendens,0.8
Myrcia tomentosa,0.82
Myrcianthes mato,0.69
Myrcianthes mato,0.695
Myrcianthes pseudomato,0.727
Myrcianthes pungens,0.911
Myrciaria floribunda,0.73
Myrciaria floribunda,0.84
Myrciaria indet,0.53
Myrianthus holstii,0.469
Myrianthus libericus,0.43
Myrica faya,0.66
Myrica longifolia,0.72
Myrica pilulifera,0.426
Myrica pubescens,0.456
Myrica pubescens,0.54
Myrica rubra,0.696
Myricaria cauliflora,0.981
Myristica affinis,0.29
Myristica attenuata,0.43
Myristica bicuhyba,0.77
Myristica brassii,0.42
Myristica buchneriana,0.387
Myristica canarica,0.439
Myristica castaneifolia,0.5
Myristica castaneifolia,0.49
Myristica celebica,0.33
Myristica celebica,0.43
Myristica chartacea,0.49
Myristica cinnamomea,0.57
Myristica crassa,0.41
Myristica crassa,0.44
Myristica cucullata,0.49
Myristica elliptica,0.4
Myristica fusca,0.49
Myristica gigantea,0.57
Myristica gillespieana,0.49
Myristica globosa,0.482
Myristica globosa,0.48
Myristica globosa,0.482
Myristica guatteriaefolia,0.54
Myristica iners,0.5
Myristica iners,0.42
Myristica iners,0.49
Myristica insipida,0.482
Myristica irya,0.499
Myristica lowiana,0.43
Myristica lowiana,0.45
Myristica maxima,0.41
Myristica pachyphylla,0.38
Myristica philippensis,0.36
Myristica subalulata,0.29
Myristica succedanea,0.42
Myristica sulcata,0.43
Myristica villosa,0.59
Myrocarpus fastigiatus,1.02
Myrocarpus fastigiatus,0.961
Myrocarpus frondosus,0.77
Myrocarpus frondosus,0.91
Myrocarpus frondosus,0.727
Myrocarpus frondosus,0.78
Myrocarpus frondosus,0.73
Myrocarpus frondosus,0.992
Myrospermum frutescens,0.83
Myroxylon balsamum,0.76
Myroxylon balsamum,0.82
Myroxylon balsamum,0.775
Myroxylon balsamum,0.78
Myroxylon balsamum,0.78
Myroxylon balsamum,0.75
Myroxylon balsamum,0.77
Myroxylon peruiferum,0.95
Myroxylon peruiferum,0.78
Myroxylon peruiferum,0.86
Myroxylon peruiferum,0.826
Myroxylon peruiferum,0.78
Myroxylon peruiferum,0.75
Myrsine achradifolia,0.741
Myrsine achradifolia,0.788
Myrsine achradifolia,0.788
Myrsine australis,0.753
Myrsine canariensis,0.75
Myrsine coriacea,0.7
Myrsine coriacea,0.594
Myrsine divaricata,0.646
Myrsine flocculosa,0.824
Myrsine salicina,0.79
Myrsine semiserrata,0.703
Myrsine variabilis,0.784
Myrsine variabilis,0.784
Mytilaria laosensis,0.492
Nageia motleyi,0.5
Nageia vitiensis,0.34
Nageia vitiensis,0.37
Nageia wallichiana,0.46
Nageia wallichiana,0.5
Nageia wallichiana,0.57
Nageia wallichiana,0.66
Nageia wallichiana,0.469
Nageia wallichiana,0.469
Nauclea diderrichii,0.63
Nauclea diderrichii,0.689
Nauclea diderrichii,0.68
Nauclea diderrichii,0.63
Nauclea diderrichii,0.645
Nauclea diderrichii,0.656
Nauclea diderrichii,0.589
Nauclea diderrichii,0.619
Nauclea diderrichii,0.651
Nauclea diderrichii,0.659
Nauclea diderrichii,0.663
Nauclea diderrichii,0.665
Nauclea diderrichii,0.677
Nauclea diderrichii,0.678
Nauclea diderrichii,0.694
Nauclea diderrichii,0.701
Nauclea diderrichii,0.708
Nauclea diderrichii,0.712
Nauclea diderrichii,0.767
Nauclea diderrichii,0.783
Nauclea diderrichii,0.648
Nauclea diderrichii,0.69
Nauclea diderrichii,0.67
Nauclea gilletii,0.654
Nauclea junghuhnii,0.64
Nauclea maingayi,0.54
Nauclea mitragyna,0.482
Nauclea officinalis,0.646
Nauclea orientalis,0.482
Nauclea orientalis,0.464
Nauclea orientalis,0.467
Nauclea orientalis,0.491
Nauclea orientalis,0.46
Nauclea orientalis,0.56
Nauclea orientalis,0.46
Nauclea orientalis,0.482
Nauclea orientalis,0.482
Nauclea sessilifolia,0.697
Nauclea subdita,0.44
Nauclea tenuiflora,0.482
Nauclea undulata,0.482
Naucleopsis concinna,0.67
Naucleopsis guianensis,0.65
Naucleopsis ternstroemiiflora,0.612
Naucleopsis ulei,0.67
Nealchornea yapurensis,0.61
Nealchornea yapurensis,0.65
Nealchornea yapurensis,0.58
Nectandra amara,0.608
Nectandra amara,0.942
Nectandra amazonum,0.8
Nectandra amazonum,0.58
Nectandra amazonum,0.52
Nectandra ambigens,0.57
Nectandra angusta,0.48
Nectandra angustifolia,0.473
Nectandra cissiflora,0.59
Nectandra coriacea,0.51
Nectandra coriacea,0.45
Nectandra cufodontisii,0.45
Nectandra cuspidata,0.482
Nectandra cuspidata,0.57
Nectandra cuspidata,0.4
Nectandra cuspidata,0.62
Nectandra globosa,0.39
Nectandra grandiflora,0.61
Nectandra hihua,0.42
Nectandra indet,0.46
Nectandra indet,0.52
Nectandra indet,0.42
Nectandra indet,0.41
Nectandra krugii,0.5
Nectandra mollis,0.737
Nectandra myriantha,0.73
Nectandra nitidula,0.77
Nectandra nitidula,0.666
Nectandra nitidula,0.784
Nectandra purpurea,0.431
Nectandra reticulata,0.59
Nectandra reticulata,0.54
Nectandra reticulata,0.42
Nectandra robusta,0.606
Nectandra robusta,0.817
Nectandra rubra,0.55
Nectandra rubra,0.65
Nectandra rubra,0.97
Nectandra salicifolia,0.46
Nectandra turbacensis,0.54
Nectandra turbacensis,0.55
Neea divaricata,0.49
Neea floribunda,0.62
Neea krukovii,0.77
Neea madeirana,0.49
Neea madeirana,0.606
Neea oppositifolia,0.893
Neea ovalifolia,0.77
Neea psychotrioides,0.26
Neea tristis,0.77
Neesia altissima,0.37
Neesia altissima,0.42
Neesia altissima,0.46
Neesia malayana,0.46
Neobalanocarpus heimii,0.76
Neoboutonia macrocalyx,0.33
Neolaugeria resinosa,0.8
Neolitsea australiensis,0.581
Neolitsea australiensis,0.581
Neolitsea australiensis,0.581
Neolitsea cassiaefolia,0.55
Neolitsea dealbata,0.498
Neolitsea ellipsoidea,0.486
Neolitsea ellipsoidea,0.42
Neolitsea ellipsoidea,0.452
Neolitsea oblongifolia,0.53
Neolitsea obtuaifolia,0.68
Neolitsea phanerophlebia,0.59
Neolitsea triplinervia,0.45
Neomyrtus pedunculata,0.798
Neonauclea acuminata,0.55
Neonauclea bernardoi,0.664
Neonauclea calycina,0.63
Neonauclea calycina,0.689
Neonauclea cyrtopoda,0.63
Neonauclea excelsa,0.62
Neonauclea foveolata,0.694
Neonauclea gigantea,0.59
Neonauclea glabra,0.732
Neonauclea glabra,0.67
Neonauclea hagenii,0.6
Neonauclea hagenii,0.69
Neonauclea indet,0.732
Neonauclea lanceolata,0.63
Neonauclea maluensis,0.65
Neonauclea maluensis,0.689
Neonauclea obtusa,0.54
Neonauclea papuana,0.689
Neonauclea peduncularis,0.68
Neonauclea perspicuinervia,0.69
Neonauclea perspicuinervia,0.689
Neonauclea versteeghii,0.68
Neoraimondia herzogiana,0.54
Neorites kevediana,0.745
Neoscortechinia arborea,0.65
Neoscortechinia forbesii,0.6
Neoscortechinia forbesii,0.654
Neoscortechinia kingii,0.53
Neoscortechinia kingii,0.64
Neotrewia cumingii,0.49
Nephelium cuspidatum,0.82
Nephelium cuspidatum,0.69
Nephelium eriopetalum,0.85
Nephelium glabrum,0.83
Nephelium glabrum,0.78
Nephelium juglandifolium,0.6
Nephelium lappaceum,0.617
Nephelium lappaceum,0.73
Nephelium lappaceum,0.93
Nephelium lappaceum,0.568
Nephelium lappaceum,0.706
Nephelium longana,0.91
Nephelium mutabile,0.88
Nephelium ophiodes,0.8
Nephelium ramboutan-ake,0.72
Nephelium rubescens,0.9
Nephelium uncinatum,0.63
Nerium oleander,0.6
Nesogordonia indet,0.663
Nesogordonia leplaei,0.738
Nesogordonia leplaei,0.697
Nesogordonia papaverifera,0.663
Nesogordonia papaverifera,0.65
Nesogordonia papaverifera,0.645
Nesogordonia papaverifera,0.634
Nesogordonia papaverifera,0.649
Nesogordonia papaverifera,0.681
Nesogordonia papaverifera,0.56
Nesogordonia papaverifera,0.626
Nesogordonia papaverifera,0.632
Nesogordonia papaverifera,0.663
Nesogordonia papaverifera,0.697
Nesogordonia papaverifera,0.714
Nesogordonia papaverifera,0.568
Nesogordonia papaverifera,0.648
Neuburgia celebica,0.34
Neuburgia collina,0.482
Neuburgia corynocarpa,0.46
Neuburgia moluccana,0.39
Newtonia buchananii,0.45
Newtonia buchananii,0.47
Newtonia buchananii,0.56
Newtonia buchananii,0.508
Newtonia buchananii,0.502
Newtonia buchananii,0.59
Newtonia buchananii,0.483
Newtonia buchananii,0.483
Newtonia buchananii,0.47
Newtonia glandulifera,0.781
Newtonia glandulifera,0.642
Newtonia indet,0.504
Newtonia leucocarpa,0.56
Newtonia leucocarpa,0.534
Newtonia leucocarpa,0.541
Newtonia leucocarpa,0.579
Newtonia leucocarpa,0.585
Newtonia leucocarpa,0.609
Newtonia leucocarpa,0.625
Newtonia leucocarpa,0.636
Newtonia leucocarpa,0.683
Newtonia leucocarpa,0.685
Newtonia paucijuga,0.619
Newtonia psilostachya,0.67
Niemeyera antiloga,0.697
Niemeyera antiloga,0.677
Niemeyera antiloga,0.697
Niemeyera chartacea,0.663
Niemeyera chartacea,0.663
Niemeyera prunifera,0.525
Niemeyera prunifera,0.646
Normanbya normanbyi,0.883
Normanbya normanbyi,0.883
Normanbya normanbyi,0.883
Norrisia malaccensis,0.37
Norrisia malaccensis,0.39
Notelaea longifolia,0.87
Nothaphoebe macrocarpa,0.52
Nothaphoebe malabonga,0.4
Nothaphoebe panduriformis,0.41
Nothofagus alpina,0.56
Nothofagus alpina,0.55
Nothofagus antarctica,0.516
Nothofagus betuloides,0.473
Nothofagus brassi,0.75
Nothofagus cliffortioides,0.611
Nothofagus cunninghamii,0.6
Nothofagus cunninghamii,0.592
Nothofagus dombeyi,0.56
Nothofagus fusca,0.618
Nothofagus grandis,0.78
Nothofagus grandis,0.715
Nothofagus indet,0.49
Nothofagus menziesii,0.672
Nothofagus moorei,0.612
Nothofagus moorei,0.65
Nothofagus nervosa,0.516
Nothofagus obliqua,0.56
Nothofagus obliqua,0.619
Nothofagus perryi,0.715
Nothofagus pumilio,0.47
Nothofagus pumilio,0.49
Nothofagus resinosa,0.68
Nothofagus rubra,0.78
Nothofagus solandri,0.52
Nothofagus starkenborghiorum,0.59
Nothofagus truncata,0.6
Nuxia congesta,0.676
Nuxia floribunda,0.646
Nyctanthes arbor-tristis,0.88
Nyssa aquatica,0.46
Nyssa javanica,0.47
Nyssa javanica,0.49
Nyssa sinensis,0.631
Nyssa sinensis,0.577
Nyssa sylvatica,0.46
Ochanostachys amentacea,0.77
Ochna arborea,0.913
Ochna gambleoides,0.758
Ochna holstii,0.745
Ochna integerrima,0.744
Ochna puberula,0.758
Ochna pulchra,0.633
Ochna schweinfurthiana,0.62
Ochna squarrosa,0.8
Ochreinauclea maingayi,0.54
Ochroma pyramidale,0.14
Ochroma pyramidale,0.135
Ochroma pyramidale,0.17
Ochroma pyramidale,0.13
Ochroma pyramidale,0.19
Ochroma pyramidale,0.22
Ochroma pyramidale,0.16
Ochroma pyramidale,0.11
Ochroma pyramidale,0.1
Ochroma pyramidale,0.13
Ochroma pyramidale,0.207
Ochroma pyramidale,0.15
Ochroma pyramidale,0.2
Ochroma pyramidale,0.164
Ochroma tomentosa,0.22
Ochrosia acuminata,0.42
Ochrosia ficifolia,0.46
Ochrosia glomerata,0.57
Ochrosia oppositifolia,0.49
Ochthocosmus barrae,0.73
Ocotea aciphylla,0.551
Ocotea aciphylla,0.47
Ocotea amazonica,0.443
Ocotea atirrensis,0.48
Ocotea auriculata,0.56
Ocotea austinii,0.48
Ocotea benthamiana,0.45
Ocotea brenesii,0.55
Ocotea brenesii,0.47
Ocotea bullata,0.62
Ocotea bullata,0.619
Ocotea canaliculata,0.57
Ocotea canaliculata,0.413
Ocotea canaliculata,0.455
Ocotea catharinensis,0.75
Ocotea ceanothifolia,0.371
Ocotea cernua,0.32
Ocotea cernua,0.587
Ocotea comoriensis,0.542
